,Name,Hometown,High School,Year,sport
2,Jackson Gilman,"Schwenksville, PA ", YSC Academy,2020,mens-soccer
3,Raphael Cilli,"Tourcoing, France ", Boulogne-sur-mer,2020,mens-soccer
4,Fabian Grau,"Hamburg, Germany ", IGS Mainz Bretzenheim,2020,mens-soccer
5,Abdoulaye Toure,"Chatenay-Malabry, France ", Pau FC B,2020,mens-soccer
6,Felipe Mercado,"Medellin, Colombia ", Montessori School (College of Charleston),2020,mens-soccer
7,Albert Thorsen,"Drammen, Norway ", Drammen VGS Toppidrett,2020,mens-soccer
8,Guilherme Feitosa,"Rio de Janeiro, Brazil ", Lucee Moulin de Preuilly [France],2020,mens-soccer
9,Joao Souza,"Cuiabá, Brazil ", Montverde Academy (Marshall),2020,mens-soccer
10,Mateo Maillefaud,"Valence, France ", Emmanuelle d’alzon,2020,mens-soccer
11,Noah Hall,"Cincinnati, Ohio ", Lincoln,2020,mens-soccer
12,Zahir Dyke,"Kansas City, MO ", Rockhurst,2020,mens-soccer
13,Nick Blacklock,"Hellertown, PA ", YSC Academy (Virginia Tech),2020,mens-soccer
14,Luis Sahmkow,"Richardson, Texas ", Plano East,2020,mens-soccer
15,Ameer Abdullah,"Chicago, IL ", Jones College Prep,2020,mens-soccer
16,Luka Kozomara,"Cliffside Park, NJ ", Cliffside Park,2020,mens-soccer
17,Mateo Stoka,"Milwaukee, WI ", Tremper,2020,mens-soccer
18,Filip Mirkovic,"Manhattan, NY ", Lab High School for Collaborative Studies,2020,mens-soccer
19,Mathys Lefebvre,"Lyon, France ", Amos Sport Business School,2020,mens-soccer
20,Massimo Murania,"Queens, NY ", Avenues: The World School,2020,mens-soccer
21,Abraham Brown,"Los Angeles, CA ", Cathedral,2020,mens-soccer
22,Eben McIntyre,"Charleroi, PA ", Charleroi,2020,mens-soccer
23,Michael Sullivan,"Tarentum, PA ", Deer Lakes,2020,mens-soccer
24,Alex Hauskrecht,"Pittsburgh, PA ", Winchester Thurston,2020,mens-soccer
25,Santiago Ferreira,"Cali, Colombia ", Lone Star,2020,mens-soccer
26,Eli Mumford,"Chapel Hill, NC ", Accelerator School,2020,mens-soccer
27,Jack Moxom,"Milwaukee, WI ", Whitefish Bay,2020,mens-soccer
0,Nico Campuzano,"Cantabria, Spain ", Lleó XII,2021,mens-soccer
1,Joe van der Sar,"Noordwijk, Netherlands ", American School of the Hague,2021,mens-soccer
2,Jasper Löeffelsend,"Cologne, Germany ", Dietrich Bonhoeffer Gymnasium,2021,mens-soccer
3,Raphaël Crivello,"Bordeaux, France ", College Emile Zola,2021,mens-soccer
4,Mohammad Abualnadi,"Leawood, KS ", Blue Valley,2021,mens-soccer
6,Lucas Rosa,"Atibaia, São Paulo, Brazil ", Espaco COC,2021,mens-soccer
9,Bertin Jacquesson,"Lorrez-Le-Bocage, France ", College Arthur Rimbaud,2021,mens-soccer
15,Soshun Shigaki,"Tokyo, Japan ", Montverde Academy,2021,mens-soccer
18,Max Brown,"Aurora, Ohio ", YSC Academy,2021,mens-soccer
19,Cade Hagan,"Chicago, Ill. ", Neuqua Valley,2021,mens-soccer
24,Andrew Noel,"Montclair, NJ ", Montclair,2021,mens-soccer
3,Leonardo Andrade,"São Paulo, Brazil ", Colegio Comendador,2022,mens-soccer
5,Yanis Leerman,"Troyes, France ",,2022,mens-soccer
14,Ideal Shefqeti,"Lignano Sabbiadoro, Italy ", ITG Marinoni,2022,mens-soccer
15,Henrique Gallina,"Atibaia, Sao, Paulo, Brazil ", Colegio Espaco,2022,mens-soccer
17,Josh Luchini,"Wexford, PA ", North Allegheny,2022,mens-soccer
21,Djavid Abdullatif,"Itzehoe, Germany ", Auguste Viktoria School,2022,mens-soccer
25,Kilian Vallant,"Salzburg, Austria ", Christian Doppler School,2022,mens-soccer
